FID,Segment,Start_Lati,Start_Long,End_Latitu,End_Longit,Shape_Leng,Kelp_2013,Comments_2,Kelp_2016,Comments_3,Line_Comme,Kelp_2018V,Validation,Date_of_sa,M_pyrifera,N_luetkean,Kelp_2018,Distance_f,Notes_2018,Kelp_2007,Nereocysti,Macrocysti,Date_2019,Macrocys_1,Nereocys_1,Kelp_2007_,Kelp_2019,Notes_Y,K2007binar,k2018binar,change2007,change_not,segment_nu,macro_2020,nereo_2020,kelp_2020
588,910,48.91150556,-125.0341278,48.91150833,-125.0338194,22.74722592,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,1 M. pyrifera plant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,910,NA,NA,NA
589,911,48.91150833,-125.0338194,48.91173333,-125.0337889,25.27593704,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,Zostera bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,911,NA,NA,NA
590,912,48.91173333,-125.0337889,48.91193889,-125.0336694,24.63119999,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,Zostera bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,912,NA,NA,NA
591,913,48.91193889,-125.0336694,48.91224444,-125.0335639,35.06273961,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,913,NA,NA,NA
592,914,48.91119722,-125.0359278,48.91114722,-125.0363278,30.02670674,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,1 M. pyrifera at 10 m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,914,NA,NA,NA
593,915,48.91114722,-125.0363278,48.91090278,-125.0365111,30.50935986,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,915,NA,NA,NA
594,916,48.91090278,-125.0365111,48.91066944,-125.0364417,26.6057209,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,1,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,916,NA,NA,NA
595,917,48.91066944,-125.0364417,48.91052222,-125.036125,28.5819256,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,80,M. pyrifera crosses channel to next island over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,917,NA,NA,NA
596,918,48.91052222,-125.036125,48.91029722,-125.0358972,30.26688305,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,1,0,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,918,NA,NA,NA
597,919,48.91029722,-125.0358972,48.910125,-125.0355917,29.6481324,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,3 M. pyrifera at 5 m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,919,NA,NA,NA
598,920,48.910125,-125.0355917,48.91022778,-125.0352444,28.07789361,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,920,NA,NA,NA
599,921,48.91022778,-125.0352444,48.91039167,-125.0349222,30.01632384,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,921,NA,NA,NA
600,922,48.91039167,-125.0349222,48.910625,-125.034725,29.88550373,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,1 M. pyrifera at 20 m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,922,NA,NA,NA
601,923,48.910625,-125.034725,48.91088889,-125.0348083,30.15945262,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,3 M. pyrifera at 15 m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,923,NA,NA,NA
602,924,48.91088889,-125.0348083,48.91110833,-125.0350361,29.75134774,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,924,NA,NA,NA
603,925,48.91110833,-125.0350361,48.91118333,-125.0354278,30.08300621,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,925,NA,NA,NA
604,926,48.91118333,-125.0354278,48.91119722,-125.0359278,36.90888638,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,926,NA,NA,NA
605,927,48.90967222,-125.0367417,48.90961667,-125.0371417,30.14944501,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,NA,NA,NA,0,kelp forest at this site was included in segment #917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,927,NA,NA,NA
606,928,48.90961667,-125.0371417,48.90960833,-125.03755,30.1284144,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,928,NA,NA,NA
607,929,48.90960833,-125.03755,48.9097,-125.0379472,31.03898741,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,929,NA,NA,NA
608,930,48.9097,-125.0379472,48.90973889,-125.0383528,30.22955374,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,930,NA,NA,NA
609,931,48.90973889,-125.0383528,48.90956944,-125.0386722,30.23934215,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,931,NA,NA,NA
610,932,48.90956944,-125.0386722,48.909325,-125.0388111,29.20630181,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,932,NA,NA,NA
611,933,48.909325,-125.0388111,48.90905556,-125.0388139,30.14863027,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,933,NA,NA,NA
612,934,48.90905556,-125.0388139,48.90881667,-125.0390167,30.63010711,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,934,NA,NA,NA
613,935,48.90881667,-125.0390167,48.90858889,-125.0392361,30.18973889,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,935,NA,NA,NA
614,936,48.90858889,-125.0392361,48.90833056,-125.0393694,30.53111807,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,936,NA,NA,NA
615,937,48.90833056,-125.0393694,48.908075,-125.0393139,28.88637201,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,937,NA,NA,NA
616,938,48.908075,-125.0393139,48.9079,-125.039,30.32225146,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,938,NA,NA,NA
617,939,48.9079,-125.039,48.90776667,-125.0386444,30.17394857,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,939,NA,NA,NA
618,940,48.90776667,-125.0386444,48.907575,-125.0383528,30.37294735,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,940,NA,NA,NA
619,941,48.907575,-125.0383528,48.90746667,-125.0379972,28.8935991,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,941,NA,NA,NA
620,942,48.90746667,-125.0379972,48.90726111,-125.0377278,30.39485422,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,942,NA,NA,NA
621,943,48.90726111,-125.0377278,48.90733611,-125.0373444,29.49767634,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,943,NA,NA,NA
622,944,48.90733611,-125.0373444,48.90742778,-125.0369583,30.26877027,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,944,NA,NA,NA
623,945,48.90742778,-125.0369583,48.90753611,-125.0365861,30.00949682,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,945,NA,NA,NA
624,946,48.90753611,-125.0365861,48.90766389,-125.036225,30.22880672,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,946,NA,NA,NA
625,947,48.90766389,-125.036225,48.90776111,-125.0358417,30.291836,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,947,NA,NA,NA
626,948,48.90776111,-125.0358417,48.90802778,-125.0357583,30.46558153,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,948,NA,NA,NA
627,949,48.90802778,-125.0357583,48.90829444,-125.0357083,30.06403253,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,949,NA,NA,NA
628,950,48.90829444,-125.0357083,48.90855833,-125.0357778,29.96870308,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,950,NA,NA,NA
629,951,48.90855833,-125.0357778,48.9088,-125.0359556,30.05291882,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,951,NA,NA,NA
630,952,48.9088,-125.0359556,48.90900833,-125.0362139,30.1050858,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,1 M. pyrifera plant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,952,NA,NA,NA
631,953,48.90900833,-125.0362139,48.90924722,-125.0364028,30.14282893,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,953,NA,NA,NA
632,954,48.90924722,-125.0364028,48.90951389,-125.0363361,30.24089961,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,954,NA,NA,NA
633,955,48.90951389,-125.0363361,48.90967222,-125.0367389,34.58951287,NA,San Jose Islands,NA,San Jose Islands, ,NA,Not in Image,20180816,2,0,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,955,NA,NA,NA
634,1345,48.8297,-125.152,48.82844444,-125.1525639,146.511443,0, ,0, , ,NA, ,20180815,0,0,0,0,rocky outcrops at Brady's Beach,0,0,0,20190801,0,0,0,0,NA,0,0,2, ,1345,NA,NA,NA
635,1346,48.82844444,-125.1525639,48.82840556,-125.1529694,30.2662016,NA, ,0, , ,NA, ,20180815,0,0,0,0,rocky outcrops at Brady's Beach,0,0,0,20190801,0,0,0,0,NA,0,0,2, ,1346,NA,NA,NA
636,1347,48.82840556,-125.1529694,48.82827222,-125.1529694,14.9174425,NA, ,0, , ,NA, ,20180815,0,0,0,0,rocky outcrops at Brady's Beach,0,0,0,20190801,0,0,0,0,NA,0,0,2, ,1347,NA,NA,NA
637,1348,48.82784722,-125.1530306,48.82780278,-125.1533833,26.52242432,NA, ,0, , ,NA, ,20180815,0,0,0,0,rocky outcrops at Brady's Beach,0,0,0,20190801,0,0,0,0,NA,0,0,2, ,1348,NA,NA,NA
638,1349,48.82708611,-125.1538444,48.82733889,-125.1539833,30.08345013,NA, ,1, , ,0, ,20180815,0,0,0,0,rocky outcrops at Brady's Beach,0,0,2,20190801,2,0,0,2,NA,0,0,2, ,1349,NA,NA,NA
639,1350,48.82733889,-125.1538444,48.827375,-125.1543861,40.21654986,NA, ,1, , ,1, ,20180815,2,0,2,17,rocky outcrops at Brady's Beach,2,0,2,20190801,2,0,2,2,NA,1,1,0, ,1350,NA,NA,NA
640,1351,48.827375,-125.1543861,48.82730556,-125.1551972,60.41412249,NA, ,1, , ,1, ,20180815,2,0,2,15,rocky outcrops at Brady's Beach,2,NA,2,20190801,2,0,2,2,NA,1,1,0, ,1351,NA,NA,NA
641,1352,48.82730556,-125.1551972,48.82708611,-125.1554333,30.11468236,NA, ,1, , ,NA,Not in Image,20180815,1,0,1,2,rocky outcrops at Brady's Beach,2,NA,2,20190801,1,0,2,1,NA,1,1,0, ,1352,NA,NA,NA
642,2100,48.83938889,-125.1406917,48.83934722,-125.140425,20.23981353,NA, ,1, , ,NA,Not in Image,20180816,2,0,2,2,NA,2,0,2,NA,NA,NA,NA,NA,NA,1,1,0, ,2100,NA,NA,NA
643,2101,48.83934722,-125.140425,48.839125,-125.1402667,27.47269328,NA, ,1, , ,NA,Not in Image,20180816,0,0,0,0,NA,2,0,2,NA,NA,NA,NA,NA,NA,1,0,1, ,2101,NA,NA,NA
644,2102,48.839125,-125.1402667,48.83886389,-125.1403583,29.98520701,NA, ,1, , ,NA,Not in Image,20180816,0,0,0,0,NA,2,0,2,NA,NA,NA,NA,NA,NA,1,0,1, ,2102,NA,NA,NA
645,2103,48.83886389,-125.1403583,48.83866389,-125.1400861,30.07905688,NA, ,1, , ,NA,Not in Image,20180816,0,0,0,0,NA,2,0,2,NA,NA,NA,NA,NA,NA,1,0,1, ,2103,0,0,NA
646,2104,48.83866389,-125.1400861,48.83845,-125.1398417,29.97305261,NA, ,1, , ,NA,Not in Image,20180816,0,0,0,0,NA,2,0,2,NA,NA,NA,NA,NA,NA,1,0,1, ,2104,0,0,NA
647,2105,48.83845,-125.1398417,48.83822222,-125.1396222,30.20222105,NA, ,1, , ,NA,Not in Image,20180816,0,0,0,0,NA,2,0,2,NA,NA,NA,NA,NA,NA,1,0,1, ,2105,0,0,NA
648,2106,48.83814722,-125.1347722,48.83812778,-125.1343639,30.23197118,1, ,1, , ,NA,Not in Image,20180816,2,0,2,5,NA,2,0,2,NA,NA,NA,NA,NA,NA,1,1,0, ,2106,1,0,1
649,2107,48.83812778,-125.1343639,48.83806667,-125.1341167,19.49435357,1, ,1, , ,NA,Not in Image,20180816,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,2107,1,0,1
650,2108,48.83806667,-125.1335611,48.83792222,-125.1336194,16.72448464,1, ,NA, , ,NA,Not in Image,20180816,2,0,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,2108,1,0,1
651,2109,48.83653056,-125.1351444,48.83634444,-125.1354389,30.11060174,NA, ,1, , ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,2109,0,0,NA
652,2110,48.83634444,-125.1354389,48.8361,-125.1356139,30.24768666,NA, ,1, , ,NA,Not in Image,20180816,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,2110,0,0,NA
653,2111,48.835775,-125.1360389,48.83560556,-125.1363583,30.26230692,NA, ,NA, , ,NA,Not in Image,20180816,2,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,2111,0,0,NA
654,2112,48.83560556,-125.1363583,48.83536944,-125.1365611,30.36725012,NA, ,NA, , ,NA,Not in Image,20180816,2,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,2112,0,0,NA
655,2113,48.83536944,-125.1365611,48.83511667,-125.1367111,30.3718299,NA, ,NA, , ,NA,Not in Image,20180816,2,0,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,2113,0,0,NA
656,2114,48.83511667,-125.1367111,48.83484722,-125.1367583,30.34628813,NA, ,NA, , ,NA,Not in Image,20180816,2,0,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,2114,0,0,NA
